cif_id,chgnet_total_magmom_muB,chgnet_site_magmoms_muB
mp-540391,14.838373914361,"[3.0049800872802734, 3.057121753692627, 3.057121753692627, 3.004979372024536, 0.004242032766342163, 0.004242062568664551, 0.0038536638021469116, 0.00385361909866333, 0.16194641590118408, 0.17139336466789246, 0.17719966173171997, 0.16402924060821533, 0.16402846574783325, 0.16845053434371948, 0.16164329648017883, 0.17625221610069275, 0.16194665431976318, 0.17719930410385132, 0.16807571053504944, 0.1680755913257599, 0.1713932752609253, 0.16845044493675232, 0.1762523353099823, 0.16164305806159973]"
mp-759349,31.18130338191986,"[0.018056601285934448, 0.018056869506835938, 0.014034539461135864, 0.014034301042556763, 0.011142879724502563, 0.0111427903175354, 0.013957232236862183, 0.013957381248474121, 0.010271638631820679, 0.010271459817886353, 0.01564091444015503, 0.01564088463783264, 0.009311795234680176, 0.0093117356300354, 0.008753955364227295, 0.008753955364227295, 0.006601572036743164, 0.006601512432098389, 0.006042361259460449, 0.0060422420501708984, 0.006353139877319336, 0.006353050470352173, 0.008275896310806274, 0.008276164531707764, 0.008609294891357422, 0.008609652519226074, 0.008646965026855469, 0.008646547794342041, 0.011748909950256348, 0.011748909950256348, 0.01311713457107544, 0.013116896152496338, 2.675203561782837, 2.6752071380615234, 2.8176066875457764, 2.8176066875457764, 2.8838140964508057, 2.8838114738464355, 2.746216058731079, 2.746216297149658, 0.20298784971237183, 0.20298883318901062, 0.27682992815971375, 0.2768304646015167, 0.2947445809841156, 0.2947450876235962, 0.3153690993785858, 0.3153690695762634, 0.3138417899608612, 0.3138432502746582, 0.3478560447692871, 0.3478556275367737, 0.22631433606147766, 0.22631487250328064, 0.21407616138458252, 0.21407616138458252, 0.2937390208244324, 0.29373928904533386, 0.2329869270324707, 0.2329871654510498, 0.24893838167190552, 0.2489388883113861, 0.25668084621429443, 0.25668027997016907, 0.243780255317688, 0.24378004670143127, 0.257739394903183, 0.25773948431015015, 0.27978211641311646, 0.2797827124595642, 0.2915772497653961, 0.29157698154449463]"
mp-777403,29.984170466661453,"[0.008162140846252441, 0.008162051439285278, 0.005282655358314514, 0.005282655358314514, 0.011094346642494202, 0.01109430193901062, 0.006973356008529663, 0.006973206996917725, 0.004804253578186035, 0.0048043131828308105, 0.011803790926933289, 0.011803850531578064, 0.00705912709236145, 0.007059410214424133, 0.0025690943002700806, 0.002569064497947693, 0.001374557614326477, 0.0013749152421951294, 0.005064144730567932, 0.005064159631729126, 0.0009858012199401855, 0.0009856224060058594, 0.0009906589984893799, 0.0009905099868774414, 0.005646407604217529, 0.005646556615829468, 0.0036226361989974976, 0.003622710704803467, 0.0022181272506713867, 0.0022179484367370605, 0.007209956645965576, 0.007210135459899902, 2.7279839515686035, 2.7279839515686035, 2.609586477279663, 2.6095874309539795, 2.6826229095458984, 2.682623863220215, 2.586315155029297, 2.5863165855407715, 0.2711445391178131, 0.27114397287368774, 0.2656535506248474, 0.26565346121788025, 0.3071703314781189, 0.3071695566177368, 0.2917664051055908, 0.29176634550094604, 0.24945250153541565, 0.2494528889656067, 0.2941875159740448, 0.29418686032295227, 0.26066917181015015, 0.2606690526008606, 0.27354225516319275, 0.27354204654693604, 0.2844218611717224, 0.28442201018333435, 0.27073779702186584, 0.2707381546497345, 0.2776947021484375, 0.2776942253112793, 0.2534736692905426, 0.25347423553466797, 0.24218881130218506, 0.24218860268592834, 0.2396332323551178, 0.2396336793899536, 0.2649686634540558, 0.26496827602386475, 0.25400978326797485, 0.25400951504707336]"
mp-1215431,3.044833183288574,"[0.013662099838256836, 1.51558518409729, 1.5155858993530273]"
mp-1226439,3.7062796652317047,"[1.8244974613189697, 1.8244976997375488, 0.05728450417518616]"
mp-1079254,2.7267151474952698,"[0.10127902030944824, 0.10127103328704834, 0.10127109289169312, 0.8047255873680115, 0.8047138452529907, 0.8047144412994385, 0.00040024518966674805, 0.00040012598037719727, 0.007939755916595459]"
mp-13446,2.002890646457672,"[0.5020864009857178, 0.5021803975105286, 0.5003851652145386, 0.16312220692634583, 0.1626606583595276, 0.16266554594039917, 0.004700720310211182, 0.0025447607040405273, 0.002544790506362915]"
mp-1101983,2.9147689044475555,"[0.03210228681564331, 0.03210216760635376, 0.03210201859474182, 0.032102227210998535, 0.3216586709022522, 0.3216547966003418, 0.35717064142227173, 0.35717886686325073, 0.35717570781707764, 0.35716938972473145, 0.35717785358428955, 0.357174277305603]"
mp-1667,2.505280613899231,"[0.22643941640853882, 0.9927210807800293, 0.9927209615707397, 0.22643905878067017, 0.033479928970336914, 0.033480167388916016]"
mp-570430,3.252427816390991,"[0.01084911823272705, 0.010852217674255371, 0.01082223653793335, 0.010826289653778076, 0.4105757772922516, 0.41057658195495605, 0.41064518690109253, 0.41070276498794556, 0.41059884428977966, 0.3707224130630493, 0.41064608097076416, 0.3746103048324585]"
mp-864931,10.04451310634613,"[0.019631624221801758, 0.019632935523986816, 0.019632458686828613, 0.019630908966064453, 1.2201462984085083, 1.2537952661514282, 1.2539629936218262, 1.2538630962371826, 1.2203288078308105, 1.2545933723449707, 1.254717469215393, 1.254577875137329]"
mp-1799,1.206970751285553,"[0.01610851287841797, 0.016108334064483643, 0.2936903238296509, 0.29368889331817627, 0.2936862111091614, 0.29368847608566284]"
mp-670,2.1717669069767,"[0.03256145119667053, 0.03256124258041382, 0.5266545414924622, 0.5266461372375488, 0.5266817808151245, 0.52666175365448]"
mp-1102616,3.6593886613845825,"[0.28042376041412354, 0.2804223895072937, 0.28042376041412354, 0.28042399883270264, 0.5972601175308228, 0.5972597599029541, 0.5972601175308228, 0.5972591042518616, 0.03716409206390381, 0.03716385364532471, 0.03716385364532471, 0.03716385364532471]"
mp-19905,3.0424158573150635,"[0.23050343990325928, 0.23062407970428467, 0.23053336143493652, 0.23070740699768066, 0.4996759295463562, 0.5000801086425781, 0.49963998794555664, 0.5000213980674744, 0.030152499675750732, 0.030162155628204346, 0.030151963233947754, 0.03016352653503418]"
mp-22204,2.82698255777359,"[0.6011902689933777, 0.6016404628753662, 0.6010606288909912, 0.6013679504394531, 0.10419806838035583, 0.10433855652809143, 0.10431349277496338, 0.10442516207695007, 0.0011130869388580322, 0.0011112987995147705, 0.0011120736598968506, 0.0011115074157714844]"
mp-1178455,32.2061921954155,"[2.940199375152588, 2.820446252822876, 3.0764613151550293, 3.0074687004089355, 2.7994751930236816, 2.8694281578063965, 3.0296170711517334, 2.8027586936950684, 2.797718048095703, 2.8291501998901367, 0.3089788556098938, 0.29078733921051025, 0.3355714976787567, 0.31056496500968933, 0.3169054388999939, 0.11574399471282959, 0.1028033196926117, 0.1095244288444519, 0.11924079060554504, 0.11037394404411316, 0.1191236674785614, 0.10690498352050781, 0.11661460995674133, 0.10906636714935303, 0.11697492003440857, 0.09657979011535645, 0.11004528403282166, 0.11777997016906738, 0.11095911264419556, 0.10892590880393982]"
mp-1288147,11.408375896513462,"[2.7689666748046875, 2.760258674621582, 2.77144455909729, 2.77238392829895, 0.0016024857759475708, 0.00256328284740448, 0.0017353445291519165, 0.002539798617362976, 0.02972085028886795, 0.029862597584724426, 0.018515966832637787, 0.01853269338607788, 0.01942480355501175, 0.01681378483772278, 0.018251776695251465, 0.036209702491760254, 0.010473638772964478, 0.03431868553161621, 0.011747710406780243, 0.03510338068008423, 0.015964895486831665, 0.03194066137075424]"
mp-531245,54.73207016289234,"[2.5871477127075195, 2.5296268463134766, 2.6994576454162598, 2.5573043823242188, 2.553224563598633, 2.676182270050049, 2.684520721435547, 2.550161361694336, 2.554391860961914, 2.6867833137512207, 2.6849334239959717, 2.5538458824157715, 2.5523903369903564, 2.684821128845215, 2.684908866882324, 2.616436719894409, 2.6764814853668213, 2.6911072731018066, 2.7069497108459473, 2.7213573455810547, 0.021073460578918457, 0.013692528009414673, 0.01386609673500061, 0.01578211784362793, 0.015385657548904419, 0.01562809944152832, 0.015256792306900024, 0.015306711196899414, 0.015649259090423584, 0.014464974403381348, 0.02711300551891327, 0.06517308950424194, 0.027203768491744995, 0.061390653252601624, 0.03016360104084015, 0.06024347245693207, 0.0023542791604995728, 0.06036333739757538, 0.062336280941963196, 0.02858433872461319, 0.062324702739715576, 0.025923117995262146, 0.06021738052368164, 0.030261151492595673, 0.02903030812740326, 0.0603005588054657, 0.062227994203567505, 0.02814876288175583, 0.06211176514625549, 0.027103759348392487, 0.06023794412612915, 0.03034719079732895, 0.06027805805206299, 0.02889809012413025, 0.06227409839630127, 0.02807559072971344, 0.062436580657958984, 0.027178071439266205, 0.05941469967365265, 0.06814607977867126, 0.06379126012325287, 0.028124898672103882, 0.06570246815681458, 0.06466606259346008, 0.13998912274837494, 0.028215087950229645, 0.05064752697944641, 0.07726730406284332, 0.02136445790529251, 0.024301692843437195]"
mp-556076,13.313427776098251,"[0.0040934085845947266, 0.0037842094898223877, 0.003369271755218506, 0.004057854413986206, 2.952792167663574, 2.807769775390625, 2.9364681243896484, 2.6817426681518555, 0.22669044137001038, 0.21892032027244568, 0.2525259554386139, 0.22243690490722656, 0.13753658533096313, 0.12715774774551392, 0.21463483572006226, 0.12776771187782288, 0.2512563169002533, 0.1404234766960144]"
mp-690537,6.718855038285255,"[2.932464838027954, 2.643047332763672, 0.0055806636810302734, 0.0064421892166137695, 0.002817094326019287, 0.005286544561386108, 0.00287473201751709, 0.004374414682388306, 0.002625763416290283, 0.006234526634216309, 0.004888296127319336, 0.006347060203552246, 0.0040798187255859375, 0.02862405776977539, 0.2541213631629944, 0.001895911991596222, 0.001227937638759613, 0.06874901056289673, 0.0008702203631401062, 0.15223059058189392, 0.16366757452487946, 0.007068708539009094, 0.0013194233179092407, 0.0015045106410980225, 0.005315564572811127, 0.06045393645763397, 0.0012533068656921387, 0.00584576278924942, 0.00379209965467453, 7.588416337966919e-05, 0.18440580368041992, 0.1452372819185257, 0.004132814705371857]"
mp-755498,6.385692775249481,"[0.00843191146850586, 0.0023424625396728516, 0.0023850202560424805, 0.00846320390701294, 0.0036739706993103027, 0.006535738706588745, 0.002070218324661255, 2.668809413909912, 2.9834249019622803, 0.14044183492660522, 0.16246232390403748, 0.14874941110610962, 0.14784222841262817, 0.04621423780918121, 0.05384589731693268]"
mp-767807,27.22581459581852,"[3.8542165756225586, 4.5275726318359375, 3.8342862129211426, 3.8698506355285645, 2.6974008083343506, 2.6648154258728027, 0.5005778074264526, 0.48369836807250977, 0.5218511819839478, 0.47628408670425415, 0.5263752341270447, 2.661780595779419, 0.042768046259880066, 0.03759186714887619, 0.05532962083816528, 0.05685219168663025, 0.04852516949176788, 0.018013179302215576, 0.010513022541999817, 0.04528099298477173, 0.03756318241357803, 0.03141181170940399, 0.04580516368150711, 0.044758886098861694, 0.054353684186935425, 0.047973692417144775, 0.012129150331020355, 0.01823537051677704]"
mp-769705,12.184586524963379,"[0.004351750016212463, 0.0002883821725845337, 0.0003497302532196045, 0.004305750131607056, 1.5449274778366089, 1.5278602838516235, 1.4278910160064697, 1.4799575805664062, 1.204874038696289, 1.257131576538086, 1.3773908615112305, 1.2428052425384521, 0.07019862532615662, 0.08139337599277496, 0.05813679099082947, 0.06478390097618103, 0.07224930822849274, 0.07375890016555786, 0.06603935360908508, 0.06574064493179321, 0.0642164796590805, 0.06333401799201965, 0.07494646310806274, 0.0751136839389801, 0.0718250721693039, 0.058222100138664246, 0.06930728256702423, 0.08318683505058289]"
mp-768425,15.156692743301392,"[0.004380524158477783, 0.004380345344543457, 0.009698837995529175, 0.00876423716545105, 0.008764117956161499, 0.001749664545059204, 0.009989053010940552, 0.009989380836486816, 0.00886470079421997, 0.0034544765949249268, 0.003454059362411499, 0.008864760398864746, 0.009989440441131592, 0.009989380836486816, 0.001749873161315918, 0.00876396894454956, 0.00876396894454956, 0.009698808193206787, 2.728550672531128, 2.947204828262329, 2.947204113006592, 2.7285518646240234, 0.23968368768692017, 0.23968365788459778, 0.2591516077518463, 0.19047164916992188, 0.261978417634964, 0.22249245643615723, 0.2117370069026947, 0.2117370367050171, 0.21173694729804993, 0.21173742413520813, 0.2224927842617035, 0.26197829842567444, 0.19047164916992188, 0.2591518759727478, 0.23968356847763062, 0.239683598279953]"
mp-29308,1.6447409689426422,"[0.00011894106864929199, 0.0001188516616821289, 0.00011870265007019043, 0.00011876225471496582, 0.007502436637878418, 0.7918617129325867, 0.7918616533279419, 0.0095558762550354, 0.009556040167808533, 0.009555891156196594, 0.01481616497039795, 0.009555935859680176]"
mp-25270,11.553774654865265,"[2.6705195903778076, 2.6705219745635986, 2.6705219745635986, 2.670522928237915, 0.005624443292617798, 0.002093389630317688, 0.005624443292617798, 0.002952679991722107, 0.00295257568359375, 0.0020933151245117188, 0.016914069652557373, 0.04884716868400574, 0.04884722828865051, 0.057081907987594604, 0.039751410484313965, 0.01739060878753662, 0.07090601325035095, 0.05708193778991699, 0.03417670726776123, 0.03975158929824829, 0.03417649865150452, 0.017390698194503784, 0.04884737730026245, 0.016914159059524536, 0.048847317695617676, 0.03417667746543884, 0.07090595364570618, 0.05708181858062744, 0.057081758975982666, 0.03417643904685974]"
mp-1025322,1.532559335231781,"[1.1074953079223633, 0.2020891308784485, 0.2020871639251709, 0.007088363170623779, 0.0070882439613342285, 0.0033555030822753906, 0.0033556222915649414]"
mp-1025190,0.21928614377975464,"[0.08678001165390015, 0.08673888444900513, 0.001152634620666504, 0.01193767786026001, 0.011923074722290039, 0.01039034128189087, 0.010363519191741943]"
mp-1025235,2.233770787715912,"[1.8311951160430908, 0.17063122987747192, 0.17063277959823608, 0.017477214336395264, 0.017477214336395264, 0.013178586959838867, 0.013178646564483643]"
mp-1079307,0.27134501934051514,"[0.013762235641479492, 0.013762116432189941, 0.0030134916305541992, 0.05702120065689087, 0.05702108144760132, 0.038056135177612305, 0.038056015968322754, 0.025326251983642578, 0.02532649040222168]"
mp-1173970,4.842325299978256,"[0.005743980407714844, 0.002957552671432495, 0.005744069814682007, 0.0031975507736206055, 0.003197580575942993, 0.0007497668266296387, 0.7009426355361938, 0.7009444236755371, 1.4897658824920654, 1.489766001701355, 0.06216764450073242, 0.009086817502975464, 0.06216755509376526, 0.043117135763168335, 0.04311734437942505, 0.0621679425239563, 0.009086668491363525, 0.062167972326278687, 0.04311835765838623, 0.043118417263031006]"
mp-1206347,0.6716520190238953,"[0.010244637727737427, 0.010244637727737427, 0.006228029727935791, 0.00622791051864624, 0.31537795066833496, 0.31537771224975586, 0.0005742311477661133, 0.0005742907524108887, 0.0005412697792053223, 0.0005413293838500977, 0.005720019340515137]"
mp-752462,4.789860546588898,"[2.317100763320923, 1.0261536836624146, 1.0261540412902832, 0.07430785894393921, 0.07738974690437317, 0.058528393507003784, 0.07738935947418213, 0.07430827617645264, 0.05852842330932617]"
mp-763057,5.772176742553711,"[3.2026853561401367, 1.0459694862365723, 1.0459706783294678, 0.08301764726638794, 0.09523576498031616, 0.060521841049194336, 0.0952361524105072, 0.0830182433128357, 0.06052157282829285]"
mp-1094065,5.6876130849123,"[0.00261881947517395, 0.0026188790798187256, 2.8574674129486084, 2.3612871170043945, 0.07385854423046112, 0.0738583505153656, 0.16818693280220032, 0.07385852932929993, 0.07385849952697754]"
mp-1217016,0.3356020450592041,"[0.0177268385887146, 0.004330158233642578, 0.15677231550216675, 0.15677273273468018]"
mp-1228893,0.7973662614822388,"[0.004442334175109863, 0.006766319274902344, 0.39307916164398193, 0.39307844638824463]"
mp-20551,2.6090677976608276,"[0.03778707981109619, 1.244483232498169, 1.244483232498169, 0.08231425285339355]"
mp-1207414,0.6991817355155945,"[0.002263583242893219, 0.0022637024521827698, 0.002263769507408142, 0.002263695001602173, 0.0022635534405708313, 0.0022637248039245605, 0.002263695001602173, 0.002263590693473816, 0.007240183651447296, 0.007240287959575653, 0.007240213453769684, 0.007240220904350281, 0.009993746876716614, 0.009993880987167358, 0.007640719413757324, 0.007640719413757324, 0.007640659809112549, 0.007640659809112549, 0.13571059703826904, 0.13571107387542725, 0.1357107162475586, 0.1357123851776123, 0.007339596748352051, 0.0073397159576416016, 0.007339298725128174, 0.0073394775390625, 0.007339656352996826, 0.007339656352996826, 0.007339537143707275, 0.007339417934417725]"
mp-22150,0.349622018635273,"[0.004851043224334717, 0.004851162433624268, 0.004851028323173523, 0.004851125180721283, 0.016630887985229492, 0.016631007194519043, 0.07423889636993408, 0.07423895597457886, 0.0742388367652893, 0.07423907518386841]"
mp-1101575,12.329760104417801,"[2.843987464904785, 2.8430120944976807, 2.843987464904785, 2.843010902404785, 0.0026654601097106934, 0.002910017967224121, 0.006354480981826782, 0.0028108954429626465, 0.0026655197143554688, 0.0029105544090270996, 0.006354525685310364, 0.0028107166290283203, 0.0027032941579818726, 0.002703636884689331, 0.02570509910583496, 0.05400368571281433, 0.03938776254653931, 0.03831380605697632, 0.054053425788879395, 0.03644755482673645, 0.038773804903030396, 0.025710314512252808, 0.010209113359451294, 0.048052698373794556, 0.00952821969985962, 0.013092070817947388, 0.04808288812637329, 0.009579122066497803, 0.010247617959976196, 0.024958759546279907, 0.03938823938369751, 0.05400088429450989, 0.038313210010528564, 0.010247409343719482, 0.05404779314994812, 0.03877788782119751, 0.02496051788330078, 0.010209918022155762, 0.04805007576942444, 0.009527534246444702, 0.013091683387756348, 0.04808798432350159, 0.009579688310623169, 0.03644430637359619]"
mp-1195412,51.3549732118845,"[0.0002787858247756958, 0.0002786964178085327, 0.00027868151664733887, 0.0002786964178085327, 0.003309980034828186, 0.0033100545406341553, 0.003310069441795349, 0.003310158848762512, 0.00400950014591217, 0.004009455442428589, 0.0040094852447509766, 0.0040095895528793335, 0.00017432868480682373, 0.000174596905708313, 0.00017464160919189453, 0.0001745373010635376, 3.014155387878418, 3.014155149459839, 3.0141549110412598, 3.014155864715576, 3.018575429916382, 3.0185751914978027, 3.0185749530792236, 3.0185747146606445, 2.682133674621582, 2.6821346282958984, 2.338209629058838, 2.3382067680358887, 2.659363031387329, 2.6593637466430664, 2.160437822341919, 2.1604390144348145, 0.2603970766067505, 0.26039689779281616, 0.2603972852230072, 0.26039689779281616, 0.261166512966156, 0.2611677944660187, 0.26116716861724854, 0.26116743683815, 0.289632111787796, 0.2896330952644348, 0.2896321713924408, 0.2896321415901184, 0.23002883791923523, 0.23002931475639343, 0.23002925515174866, 0.23002970218658447, 0.24313977360725403, 0.243139386177063, 0.2431401014328003, 0.2431391477584839, 0.06408590078353882, 0.06408551335334778, 0.0640859305858612, 0.064085453748703, 0.058372437953948975, 0.05837249755859375, 0.05837324261665344, 0.058372676372528076, 0.11016806960105896, 0.11016762256622314, 0.11016818881034851, 0.11016765236854553, 0.1002073585987091, 0.10020595788955688, 0.10020789504051208, 0.10020753741264343, 0.26096904277801514, 0.26096871495246887, 0.2609691619873047, 0.2609690725803375]"
mp-27024,2.8059857189655304,"[0.5976946353912354, 0.5976940393447876, 0.5976940989494324, 0.5976935625076294, 0.0029200762510299683, 0.002920001745223999, 0.00528109073638916, 0.0004059523344039917, 0.00040608644485473633, 0.005281209945678711, 0.0029199421405792236, 0.005281269550323486, 0.0029199421405792236, 0.005281269550323486, 0.015057146549224854, 0.02947673201560974, 0.015056818723678589, 0.01760566234588623, 0.008208811283111572, 0.004932105541229248, 0.009790360927581787, 0.009790211915969849, 0.004932045936584473, 0.029476791620254517, 0.01760539412498474, 0.0036171376705169678, 0.0049322545528411865, 0.008208692073822021, 0.008209049701690674, 0.01760515570640564, 0.008208870887756348, 0.006710797548294067, 0.006710708141326904, 0.0036169588565826416, 0.009790271520614624, 0.029476583003997803, 0.015056848526000977, 0.0036171674728393555, 0.017605483531951904, 0.02947676181793213, 0.015057146549224854, 0.009790182113647461, 0.006710797548294067, 0.0036168694496154785, 0.004932224750518799, 0.00671049952507019]"
mp-1195596,7.693257063627243,"[0.003991454839706421, 0.003991425037384033, 0.003991425037384033, 0.003991454839706421, 0.002200692892074585, 0.002200603485107422, 0.0022006630897521973, 0.002200692892074585, 0.002200692892074585, 0.0022006630897521973, 0.0022006332874298096, 0.002200692892074585, 0.0022007226943969727, 0.0022008121013641357, 0.0022008121013641357, 0.002200692892074585, 0.0022007226943969727, 0.002200692892074585, 0.0022008121013641357, 0.002200782299041748, 0.9505183696746826, 0.9505192041397095, 0.9505184888839722, 0.9505195617675781, 0.9505190849304199, 0.9505188465118408, 0.9505190849304199, 0.9505187273025513, 0.0023704171180725098, 0.002370595932006836, 0.002370595932006836, 0.0023705661296844482, 0.002370506525039673, 0.0023706555366516113, 0.0023705363273620605, 0.002370506525039673, 0.0023704171180725098, 0.002370476722717285, 0.002370506525039673, 0.002370506525039673, 0.0023706257343292236, 0.002370506525039673, 0.002370595932006836, 0.0023705363273620605]"
mp-569383,8.79104232788086,"[0.00854867696762085, 0.008548617362976074, 0.008548617362976074, 0.006639003753662109, 0.006639003753662109, 0.006638944149017334, 0.006638765335083008, 0.006638765335083008, 0.006638646125793457, 0.006638884544372559, 0.006638586521148682, 0.006638884544372559, 0.008548498153686523, 0.006638765335083008, 0.006638765335083008, 0.006638765335083008, 0.006638646125793457, 0.006638884544372559, 0.006638824939727783, 0.006638526916503906, 1.0750750303268433, 1.0750757455825806, 1.075075626373291, 1.0750763416290283, 1.0750763416290283, 1.0750776529312134, 1.0750787258148193, 1.0750775337219238, 0.003125905990600586, 0.0031258463859558105, 0.0031259655952453613, 0.0031259357929229736, 0.0031259357929229736, 0.003125786781311035, 0.0031258463859558105, 0.003125786781311035, 0.0031258761882781982, 0.0031260550022125244, 0.0031256675720214844, 0.0031257569789886475, 0.0031260550022125244, 0.0031259357929229736, 0.0031260550022125244, 0.0031258463859558105]"
mp-1018060,2.3807486295700073,"[0.03783154487609863, 1.1314997673034668, 1.131500005722046, 0.079917311668396]"
mp-1206612,7.192896902561188,"[6.772604465484619, 0.1712210774421692, 0.1712205410003662, 0.0389254093170166, 0.0389254093170166]"
mp-12079,2.6384865939617157,"[0.0016027092933654785, 1.3137362003326416, 1.3137352466583252, 0.0047061145305633545, 0.004706323146820068]"
mp-19939,0.39333319664001465,"[0.017572402954101562, 0.14792442321777344, 0.1479243040084839, 0.039955973625183105, 0.039956092834472656]"
mp-20038,6.852303743362427,"[6.762841701507568, 0.03384685516357422, 0.033847033977508545, 0.01088404655456543, 0.010884106159210205]"
mp-21130,2.9731409549713135,"[2.685115337371826, 0.11774790287017822, 0.11774814128875732, 0.02626478672027588, 0.02626478672027588]"
mp-22125,3.4032530784606934,"[2.8160934448242188, 0.24605393409729004, 0.2460540533065796, 0.047525882720947266, 0.047525763511657715]"
mp-20776,1.8872506022453308,"[1.469968318939209, 0.1580166220664978, 0.15801560878753662, 0.050624847412109375, 0.05062520503997803]"
mp-20563,0.7181898951530457,"[0.014204323291778564, 0.33946216106414795, 0.3394618034362793, 0.012530803680419922, 0.012530803680419922]"
mp-22383,3.857877016067505,"[3.6739590167999268, 0.04103654623031616, 0.04103720188140869, 0.05092215538024902, 0.05092209577560425]"
mp-3210,0.1980346441268921,"[0.02899569272994995, 0.07776796817779541, 0.07776755094528198, 0.006751656532287598, 0.0067517757415771484]"
mp-3605,0.31917230039834976,"[0.019441522657871246, 0.10850268602371216, 0.1085020899772644, 0.04136312007904053, 0.041362881660461426]"
mp-4475,1.5431813597679138,"[0.0016189813613891602, 0.7551755905151367, 0.7551745772361755, 0.015606105327606201, 0.015606105327606201]"
mp-4402,0.10355055332183838,"[0.015273332595825195, 0.03273493051528931, 0.03273582458496094, 0.011403322219848633, 0.011403143405914307]"
mp-4668,1.9064979255199432,"[0.0038431882858276367, 0.936356782913208, 0.9363566637039185, 0.014970570802688599, 0.014970719814300537]"
mp-5054,0.04168897867202759,"[0.017959415912628174, 0.001708388328552246, 0.0017084479331970215, 0.010156244039535522, 0.010156482458114624]"
mp-4908,0.24534004926681519,"[0.01979619264602661, 0.07095980644226074, 0.07095980644226074, 0.04181218147277832, 0.04181206226348877]"
mp-5112,0.13450276851654053,"[0.02883857488632202, 0.035023510456085205, 0.03502368927001953, 0.01780843734741211, 0.01780855655670166]"
mp-542988,7.261207461357117,"[7.002852916717529, 0.08701616525650024, 0.08701580762863159, 0.04216134548187256, 0.04216122627258301]"
mp-542985,7.068795323371887,"[7.009273052215576, 0.00986546277999878, 0.009865224361419678, 0.01989579200744629, 0.01989579200744629]"
mp-5501,1.061774656176567,"[0.006294190883636475, 0.5249698162078857, 0.5249698758125305, 0.002770349383354187, 0.0027704238891601562]"
mp-555101,5.538705006241798,"[0.0065581947565078735, 0.008145436644554138, 0.00655798614025116, 2.550196409225464, 2.55019474029541, 0.06304028630256653, 0.05182236433029175, 0.06304025650024414, 0.0630401074886322, 0.06124615669250488, 0.05182260274887085, 0.06304046511650085]"
mp-5526,0.18383294343948364,"[0.026609420776367188, 0.06218421459197998, 0.06218409538269043, 0.01642763614654541, 0.016427576541900635]"
mp-557018,2.8084411956369877,"[0.012615341693162918, 1.3927372694015503, 1.3927372694015503, 0.0051757097244262695, 0.005175605416297913]"
mp-5671,0.1183217465877533,"[0.029169976711273193, 0.03557497262954712, 0.03557533025741577, 0.009000688791275024, 0.009000778198242188]"
mp-560663,2.7545761317014694,"[0.01268342137336731, 1.366184115409851, 1.366183876991272, 0.004762336611747742, 0.004762381315231323]"
mp-5622,0.07766330242156982,"[0.023353993892669678, 0.020174086093902588, 0.020174026489257812, 0.006980568170547485, 0.006980627775192261]"
mp-569298,0.6119967699050903,"[0.016992568969726562, 0.28292185068130493, 0.2829214930534363, 0.01458054780960083, 0.014580309391021729]"
mp-569674,0.7263174951076508,"[0.00304257869720459, 0.34392204880714417, 0.3439217805862427, 0.017715632915496826, 0.0177154541015625]"
mp-570091,2.065988153219223,"[0.009804069995880127, 1.0140663385391235, 1.0140658617019653, 0.014025896787643433, 0.014025986194610596]"
mp-570456,7.490059673786163,"[6.784643173217773, 0.3383883833885193, 0.3383881449699402, 0.014319956302642822, 0.014320015907287598]"
mp-571343,2.0624635592103004,"[0.011084355413913727, 1.0085065364837646, 1.00850510597229, 0.01718372106552124, 0.01718384027481079]"
mp-571008,0.6031476855278015,"[0.0054239630699157715, 0.2815934419631958, 0.2815936207771301, 0.01726841926574707, 0.017268240451812744]"
mp-571382,0.5442946255207062,"[0.011564552783966064, 0.24922987818717957, 0.2492297887802124, 0.017135322093963623, 0.01713508367538452]"
mp-571203,0.6127495765686035,"[0.014556258916854858, 0.2852610945701599, 0.28526046872138977, 0.013835906982421875, 0.0138358473777771]"
mp-573563,0.05779677629470825,"[0.029059946537017822, 0.009626626968383789, 0.009626626968383789, 0.004741787910461426, 0.004741787910461426]"
mp-672294,7.095180571079254,"[6.752343654632568, 0.15398216247558594, 0.15398162603378296, 0.017436504364013672, 0.017436623573303223]"
mp-7072,0.14934688806533813,"[0.029021739959716797, 0.041229188442230225, 0.041229248046875, 0.018933355808258057, 0.018933355808258057]"
